Event	ID	Name			Wwise Object Path	Notes
	43048378	Get_module			\Default Work Unit\Get_module	
	61540611	Laser_launched2			\Default Work Unit\Laser_launched2	
	61540613	Laser_launched4			\Default Work Unit\Laser_launched4	
	107775267	Laser_loading2			\Default Work Unit\Laser_loading2	
	107775269	Laser_loading4			\Default Work Unit\Laser_loading4	
	251412229	Shot			\Default Work Unit\Shot	
	1281810935	Start			\Default Work Unit\Start	
	1853467501	Laser_stop			\Default Work Unit\Laser_stop	
	2030840469	Kill			\Default Work Unit\Kill	
	2907331365	Reached			\Default Work Unit\Reached	
	3258988170	Damaged			\Default Work Unit\Damaged	
	3991942870	Music			\Default Work Unit\Music	

State Group	ID	Name			Wwise Object Path	Notes
	3730680495	vGun_state			\Default Work Unit\vGun_state	

State	ID	Name	State Group			Notes
	0	None	vGun_state			
	979470758	yes	vGun_state			
	1668749452	no	vGun_state			

Custom State	ID	Name	State Group	Owner		Notes
	970583507	yes	vGun_state	\Actor-Mixer Hierarchy\Default Work Unit\TirGun\CanonGrave		
	974160930	yes	vGun_state	\Actor-Mixer Hierarchy\Default Work Unit\TirGun\CanonGraveLoin		

Game Parameter	ID	Name			Wwise Object Path	Notes
	777057825	Number_canons			\Default Work Unit\Number_canons	

Effect plug-ins	ID	Name	Type				Notes
	780068063	CanonGrave	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\TirGun\CanonGrave_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\TirGun\CanonGrave		246672
	785075474	CanonGraveLoin	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\CanonGraveLoin_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\TirGun\CanonGraveLoin		244664
	795880828	SynthDouble	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\SynthDouble_8956FC97.wem		\Interactive Music Hierarchy\Default Work Unit\Level_Music\Level01\SynthDouble\SynthDouble		3291496
	797382632	CanonAigu	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\TirGun\CanonAigu_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\TirGun\CanonAigu		246660
	810651852	LargeMétal	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\LargeMétal_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\JunkBlessure\LargeMétal		251616
	823639095	DonfEnd	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\DonfEnd_8956FC97.wem		\Interactive Music Hierarchy\Default Work Unit\Level_Music\Level03\DonfEnd\DonfEnd		2925780
	825374637	vissage03	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\InstallationModule\vissage03_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\InstallationModule\Vissage\vissage03		229824
	846001965	SynthSimple	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\SynthSimple_8956FC97.wem		\Interactive Music Hierarchy\Default Work Unit\Level_Music\Level01\SynthSimple\SynthSimple		3291496
	848318048	Laser	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\TirGun\Laser_A47C69CD.wem		\Actor-Mixer Hierarchy\Default Work Unit\TirGun\Laser		19988
	850007373	Choc	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\Touché\Choc_8D98D74F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Touché\Choc		85168
	852126931	Pont1	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\Pont1_8956FC97.wem		\Interactive Music Hierarchy\Default Work Unit\Level_Music\Level01\Pont1\Pont1		1828636
	950531700	ShutDownLaser	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\Laser\Refroidissement\ShutDownLaser_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Laser\Refroidissement\ShutDownLaser		646504
	1051156327	TourneSimple	D:\Documents\WwiseProjects\Shmup\Junk\.cache\Windows\SFX\TourneSimple_8956FC97.wem		\Interactive Music Hierarchy\Default Work Unit\Level_Music\Level01\TourneSimple\TourneSimple		1828636

